"metric","value"
"participation_employees",0.464170729708263
"participation_employees_with_access",0.91663850460442
"participation_employees_with_access_floor",0.863174506159985
"match_employees",0.398559054959419
"match_employee_participants",0.81461062271821
"match_employee_participants_dcira",0.885640529796342
"median_employer_$_employees",3000
"mean_employer_$_employees",5771.31152936301
"participation_selfemp",0.125391686861745
"match_selfemp",0.0919649639092786
