"households_dropped","dec_persons_in_mil_hh","workers_dropped","military_members_dropped","civilian_members_dropped","wt_workers_before","wt_workers_dropped","wt_military_members_dropped","wt_civilian_members_dropped","wt_workers_after"
56,176,93,56,37,148621129.525874,1304981.74003769,771727.208365661,533254.531672029,147316147.785836
