"dimension","group","share","n_num","n_den","wt_num","wt_den"
"Overall","All workers",0.0931644341426052,506,5448,6189953.52748505,66441164.8549295
"earn_half","Bottom half (deciles 1-5)",0.0389882481558226,137,3552,1712527.42284347,43924195.2087481
"earn_half","Top half (deciles 6-10)",0.198846744255434,369,1896,4477426.10464158,22516969.6461813
