"metric","value"
"gov_workers_weighted",19919707.6873028
"gov_share_of_all_workers",0.135217408184346
"gov_lacking_weighted",6020864.45919906
"gov_lacking_rate",0.302256667302245
"gov_share_of_total_gap",0.0790348767070613
"ft_headcount_share_of_gov_gap",0.658777943661178
"private_lacking_rate",0.49061476881195
